before: itr =   1, myrank =   0, x( -3, 2) =     0.00000E+00, x( -3, 3) =     0.00000E+00
before: itr =   1, myrank =   0, x( 18, 2) =     0.00000E+00, x( 18, 3) =     0.00000E+00
before: itr =   1, myrank =   0, x( 19, 2) =     0.00000E+00, x( 19, 3) =     0.00000E+00
before: itr =   1, myrank =   0, x( 20, 2) =     0.00000E+00, x( 20, 3) =     0.00000E+00
after: itr =   1, myrank =   0, x( -3, 2) =     0.00000E+00, x( -3, 3) =     0.00000E+00
after: itr =   1, myrank =   0, x( -2, 2) =     0.00000E+00, x( -2, 3) =     0.00000E+00
after: itr =   1, myrank =   0, x( -1, 2) =     0.00000E+00, x( -1, 3) =     0.00000E+00
after: itr =   1, myrank =   0, x(  0, 2) =     0.00000E+00, x(  0, 3) =     0.00000E+00
after: itr =   1, myrank =   0, x(  1, 2) =     0.00000E+00, x(  1, 3) =     0.00000E+00
after: itr =   1, myrank =   0, x(  2, 2) =     0.00000E+00, x(  2, 3) =     0.00000E+00
after: itr =   1, myrank =   0, x(  3, 2) =     0.00000E+00, x(  3, 3) =     0.00000E+00
after: itr =   1, myrank =   0, x(  4, 2) =     0.00000E+00, x(  4, 3) =     0.00000E+00
after: itr =   1, myrank =   0, x(  5, 2) =     0.00000E+00, x(  5, 3) =     0.00000E+00
after: itr =   1, myrank =   0, x(  6, 2) =     0.00000E+00, x(  6, 3) =     0.00000E+00
after: itr =   1, myrank =   0, x(  7, 2) =     0.00000E+00, x(  7, 3) =     0.00000E+00
after: itr =   1, myrank =   0, x(  8, 2) =     0.00000E+00, x(  8, 3) =     0.00000E+00
after: itr =   1, myrank =   0, x(  9, 2) =     0.00000E+00, x(  9, 3) =     0.00000E+00
after: itr =   1, myrank =   0, x( 10, 2) =     0.00000E+00, x( 10, 3) =     0.00000E+00
after: itr =   1, myrank =   0, x( 11, 2) =     0.00000E+00, x( 11, 3) =     0.00000E+00
after: itr =   1, myrank =   0, x( 12, 2) =     0.00000E+00, x( 12, 3) =     0.00000E+00
after: itr =   1, myrank =   0, x( 13, 2) =     0.00000E+00, x( 13, 3) =     0.00000E+00
after: itr =   1, myrank =   0, x( 14, 2) =     0.00000E+00, x( 14, 3) =     0.00000E+00
after: itr =   1, myrank =   0, x( 15, 2) =     0.00000E+00, x( 15, 3) =     0.00000E+00
after: itr =   1, myrank =   0, x( 16, 2) =     0.00000E+00, x( 16, 3) =     0.00000E+00
after: itr =   1, myrank =   0, x( 17, 2) =     0.00000E+00, x( 17, 3) =     0.00000E+00
after: itr =   1, myrank =   0, x( 18, 2) =     0.00000E+00, x( 18, 3) =     0.00000E+00
after: itr =   1, myrank =   0, x( 19, 2) =     0.00000E+00, x( 19, 3) =     0.00000E+00
after: itr =   1, myrank =   0, x( 20, 2) =     0.00000E+00, x( 20, 3) =     0.00000E+00
before: itr =   6, myrank =   0, x( -3, 2) =     0.00000E+00, x( -3, 3) =     0.90151E-01
before: itr =   6, myrank =   0, x( -2, 2) =     0.00000E+00, x( -2, 3) =     0.14035E+00
before: itr =   6, myrank =   0, x( -1, 2) =     0.00000E+00, x( -1, 3) =     0.13229E+00
before: itr =   6, myrank =   0, x(  0, 2) =     0.00000E+00, x(  0, 3) =     0.81827E-01
before: itr =   6, myrank =   0, x(  1, 2) =     0.29145E-01, x(  1, 3) =     0.94195E-01
before: itr =   6, myrank =   0, x(  2, 2) =     0.42973E-01, x(  2, 3) =     0.14812E+00
before: itr =   6, myrank =   0, x(  3, 2) =     0.41280E-01, x(  3, 3) =     0.14939E+00
before: itr =   6, myrank =   0, x(  4, 2) =     0.35720E-01, x(  4, 3) =     0.10558E+00
before: itr =   6, myrank =   0, x(  5, 2) =     0.24150E-01, x(  5, 3) =     0.61664E-01
before: itr =   6, myrank =   0, x(  6, 2) =     0.34367E-01, x(  6, 3) =     0.96392E-01
before: itr =   6, myrank =   0, x(  7, 2) =     0.42465E-01, x(  7, 3) =     0.11016E+00
before: itr =   6, myrank =   0, x(  8, 2) =     0.21534E-01, x(  8, 3) =     0.51557E-01
before: itr =   6, myrank =   0, x(  9, 2) =     0.61537E-02, x(  9, 3) =     0.00000E+00
before: itr =   6, myrank =   0, x( 10, 2) =     0.73944E-02, x( 10, 3) =     0.00000E+00
before: itr =   6, myrank =   0, x( 11, 2) =     0.12019E-01, x( 11, 3) =     0.00000E+00
before: itr =   6, myrank =   0, x( 12, 2) =     0.54090E-02, x( 12, 3) =     0.00000E+00
before: itr =   6, myrank =   0, x( 13, 2) =     0.17911E-02, x( 13, 3) =     0.00000E+00
before: itr =   6, myrank =   0, x( 14, 2) =     0.25097E-02, x( 14, 3) =     0.00000E+00
before: itr =   6, myrank =   0, x( 15, 2) =     0.31440E-02, x( 15, 3) =     0.00000E+00
before: itr =   6, myrank =   0, x( 16, 2) =     0.26215E-02, x( 16, 3) =     0.00000E+00
before: itr =   6, myrank =   0, x( 17, 2) =     0.00000E+00, x( 17, 3) =     0.00000E+00
before: itr =   6, myrank =   0, x( 18, 2) =     0.00000E+00, x( 18, 3) =     0.00000E+00
before: itr =   6, myrank =   0, x( 19, 2) =     0.00000E+00, x( 19, 3) =     0.00000E+00
before: itr =   6, myrank =   0, x( 20, 2) =     0.00000E+00, x( 20, 3) =     0.00000E+00
after: itr =   6, myrank =   0, x( -3, 2) =     0.00000E+00, x( -3, 3) =     0.85549E-01
after: itr =   6, myrank =   0, x( -2, 2) =     0.00000E+00, x( -2, 3) =     0.13596E+00
after: itr =   6, myrank =   0, x( -1, 2) =     0.00000E+00, x( -1, 3) =     0.13921E+00
after: itr =   6, myrank =   0, x(  0, 2) =     0.00000E+00, x(  0, 3) =     0.91275E-01
after: itr =   6, myrank =   0, x(  1, 2) =     0.29145E-01, x(  1, 3) =     0.93573E-01
after: itr =   6, myrank =   0, x(  2, 2) =     0.42973E-01, x(  2, 3) =     0.15199E+00
after: itr =   6, myrank =   0, x(  3, 2) =     0.41280E-01, x(  3, 3) =     0.15809E+00
after: itr =   6, myrank =   0, x(  4, 2) =     0.35720E-01, x(  4, 3) =     0.87480E-01
after: itr =   6, myrank =   0, x(  5, 2) =     0.24150E-01, x(  5, 3) =     0.59429E-01
after: itr =   6, myrank =   0, x(  6, 2) =     0.34367E-01, x(  6, 3) =     0.10137E+00
after: itr =   6, myrank =   0, x(  7, 2) =     0.42465E-01, x(  7, 3) =     0.90592E-01
after: itr =   6, myrank =   0, x(  8, 2) =     0.21534E-01, x(  8, 3) =     0.62101E-01
after: itr =   6, myrank =   0, x(  9, 2) =     0.61537E-02, x(  9, 3) =     0.00000E+00
after: itr =   6, myrank =   0, x( 10, 2) =     0.73944E-02, x( 10, 3) =     0.00000E+00
after: itr =   6, myrank =   0, x( 11, 2) =     0.12019E-01, x( 11, 3) =     0.00000E+00
after: itr =   6, myrank =   0, x( 12, 2) =     0.54090E-02, x( 12, 3) =     0.00000E+00
after: itr =   6, myrank =   0, x( 13, 2) =     0.00000E+00, x( 13, 3) =     0.00000E+00
after: itr =   6, myrank =   0, x( 14, 2) =     0.00000E+00, x( 14, 3) =     0.00000E+00
after: itr =   6, myrank =   0, x( 15, 2) =     0.00000E+00, x( 15, 3) =     0.00000E+00
after: itr =   6, myrank =   0, x( 16, 2) =     0.00000E+00, x( 16, 3) =     0.00000E+00
after: itr =   6, myrank =   0, x( 17, 2) =     0.00000E+00, x( 17, 3) =     0.00000E+00
after: itr =   6, myrank =   0, x( 18, 2) =     0.00000E+00, x( 18, 3) =     0.00000E+00
after: itr =   6, myrank =   0, x( 19, 2) =     0.00000E+00, x( 19, 3) =     0.00000E+00
after: itr =   6, myrank =   0, x( 20, 2) =     0.00000E+00, x( 20, 3) =     0.00000E+00
before: itr =  11, myrank =   0, x( -3, 2) =     0.00000E+00, x( -3, 3) =     0.86219E-01
before: itr =  11, myrank =   0, x( -2, 2) =     0.00000E+00, x( -2, 3) =     0.14073E+00
before: itr =  11, myrank =   0, x( -1, 2) =     0.00000E+00, x( -1, 3) =     0.14009E+00
before: itr =  11, myrank =   0, x(  0, 2) =     0.00000E+00, x(  0, 3) =     0.87039E-01
before: itr =  11, myrank =   0, x(  1, 2) =     0.29473E-01, x(  1, 3) =     0.94692E-01
before: itr =  11, myrank =   0, x(  2, 2) =     0.45791E-01, x(  2, 3) =     0.15092E+00
before: itr =  11, myrank =   0, x(  3, 2) =     0.46756E-01, x(  3, 3) =     0.15284E+00
before: itr =  11, myrank =   0, x(  4, 2) =     0.28808E-01, x(  4, 3) =     0.94013E-01
before: itr =  11, myrank =   0, x(  5, 2) =     0.23388E-01, x(  5, 3) =     0.60180E-01
before: itr =  11, myrank =   0, x(  6, 2) =     0.37859E-01, x(  6, 3) =     0.97387E-01
before: itr =  11, myrank =   0, x(  7, 2) =     0.38254E-01, x(  7, 3) =     0.97701E-01
before: itr =  11, myrank =   0, x(  8, 2) =     0.23572E-01, x(  8, 3) =     0.60191E-01
before: itr =  11, myrank =   0, x(  9, 2) =     0.59042E-02, x(  9, 3) =     0.00000E+00
before: itr =  11, myrank =   0, x( 10, 2) =     0.10056E-01, x( 10, 3) =     0.00000E+00
before: itr =  11, myrank =   0, x( 11, 2) =     0.10055E-01, x( 11, 3) =     0.00000E+00
before: itr =  11, myrank =   0, x( 12, 2) =     0.61376E-02, x( 12, 3) =     0.00000E+00
before: itr =  11, myrank =   0, x( 13, 2) =     0.17573E-02, x( 13, 3) =     0.00000E+00
before: itr =  11, myrank =   0, x( 14, 2) =     0.33024E-02, x( 14, 3) =     0.00000E+00
before: itr =  11, myrank =   0, x( 15, 2) =     0.36514E-02, x( 15, 3) =     0.00000E+00
before: itr =  11, myrank =   0, x( 16, 2) =     0.26408E-02, x( 16, 3) =     0.00000E+00
before: itr =  11, myrank =   0, x( 17, 2) =     0.00000E+00, x( 17, 3) =     0.00000E+00
before: itr =  11, myrank =   0, x( 18, 2) =     0.00000E+00, x( 18, 3) =     0.00000E+00
before: itr =  11, myrank =   0, x( 19, 2) =     0.00000E+00, x( 19, 3) =     0.00000E+00
before: itr =  11, myrank =   0, x( 20, 2) =     0.00000E+00, x( 20, 3) =     0.00000E+00
after: itr =  11, myrank =   0, x( -3, 2) =     0.00000E+00, x( -3, 3) =     0.86980E-01
after: itr =  11, myrank =   0, x( -2, 2) =     0.00000E+00, x( -2, 3) =     0.14043E+00
after: itr =  11, myrank =   0, x( -1, 2) =     0.00000E+00, x( -1, 3) =     0.14101E+00
after: itr =  11, myrank =   0, x(  0, 2) =     0.00000E+00, x(  0, 3) =     0.86977E-01
after: itr =  11, myrank =   0, x(  1, 2) =     0.29473E-01, x(  1, 3) =     0.93351E-01
after: itr =  11, myrank =   0, x(  2, 2) =     0.45791E-01, x(  2, 3) =     0.15273E+00
after: itr =  11, myrank =   0, x(  3, 2) =     0.46756E-01, x(  3, 3) =     0.15182E+00
after: itr =  11, myrank =   0, x(  4, 2) =     0.28808E-01, x(  4, 3) =     0.93902E-01
after: itr =  11, myrank =   0, x(  5, 2) =     0.23388E-01, x(  5, 3) =     0.60165E-01
after: itr =  11, myrank =   0, x(  6, 2) =     0.37859E-01, x(  6, 3) =     0.97607E-01
after: itr =  11, myrank =   0, x(  7, 2) =     0.38254E-01, x(  7, 3) =     0.97277E-01
after: itr =  11, myrank =   0, x(  8, 2) =     0.23572E-01, x(  8, 3) =     0.60211E-01
after: itr =  11, myrank =   0, x(  9, 2) =     0.59042E-02, x(  9, 3) =     0.00000E+00
after: itr =  11, myrank =   0, x( 10, 2) =     0.10056E-01, x( 10, 3) =     0.00000E+00
after: itr =  11, myrank =   0, x( 11, 2) =     0.10055E-01, x( 11, 3) =     0.00000E+00
after: itr =  11, myrank =   0, x( 12, 2) =     0.61376E-02, x( 12, 3) =     0.00000E+00
after: itr =  11, myrank =   0, x( 13, 2) =     0.00000E+00, x( 13, 3) =     0.00000E+00
after: itr =  11, myrank =   0, x( 14, 2) =     0.00000E+00, x( 14, 3) =     0.00000E+00
after: itr =  11, myrank =   0, x( 15, 2) =     0.00000E+00, x( 15, 3) =     0.00000E+00
after: itr =  11, myrank =   0, x( 16, 2) =     0.00000E+00, x( 16, 3) =     0.00000E+00
after: itr =  11, myrank =   0, x( 17, 2) =     0.00000E+00, x( 17, 3) =     0.00000E+00
after: itr =  11, myrank =   0, x( 18, 2) =     0.00000E+00, x( 18, 3) =     0.00000E+00
after: itr =  11, myrank =   0, x( 19, 2) =     0.00000E+00, x( 19, 3) =     0.00000E+00
after: itr =  11, myrank =   0, x( 20, 2) =     0.00000E+00, x( 20, 3) =     0.00000E+00
before: itr =  16, myrank =   0, x( -3, 2) =     0.00000E+00, x( -3, 3) =     0.87073E-01
before: itr =  16, myrank =   0, x( -2, 2) =     0.00000E+00, x( -2, 3) =     0.14071E+00
before: itr =  16, myrank =   0, x( -1, 2) =     0.00000E+00, x( -1, 3) =     0.14066E+00
before: itr =  16, myrank =   0, x(  0, 2) =     0.00000E+00, x(  0, 3) =     0.86948E-01
before: itr =  16, myrank =   0, x(  1, 2) =     0.28715E-01, x(  1, 3) =     0.93907E-01
before: itr =  16, myrank =   0, x(  2, 2) =     0.46482E-01, x(  2, 3) =     0.15202E+00
before: itr =  16, myrank =   0, x(  3, 2) =     0.46496E-01, x(  3, 3) =     0.15205E+00
before: itr =  16, myrank =   0, x(  4, 2) =     0.28738E-01, x(  4, 3) =     0.93967E-01
before: itr =  16, myrank =   0, x(  5, 2) =     0.23505E-01, x(  5, 3) =     0.60156E-01
before: itr =  16, myrank =   0, x(  6, 2) =     0.38089E-01, x(  6, 3) =     0.97464E-01
before: itr =  16, myrank =   0, x(  7, 2) =     0.38106E-01, x(  7, 3) =     0.97465E-01
before: itr =  16, myrank =   0, x(  8, 2) =     0.23546E-01, x(  8, 3) =     0.60228E-01
before: itr =  16, myrank =   0, x(  9, 2) =     0.61479E-02, x(  9, 3) =     0.00000E+00
before: itr =  16, myrank =   0, x( 10, 2) =     0.99712E-02, x( 10, 3) =     0.00000E+00
before: itr =  16, myrank =   0, x( 11, 2) =     0.99692E-02, x( 11, 3) =     0.00000E+00
before: itr =  16, myrank =   0, x( 12, 2) =     0.61603E-02, x( 12, 3) =     0.00000E+00
before: itr =  16, myrank =   0, x( 13, 2) =     0.17397E-02, x( 13, 3) =     0.00000E+00
before: itr =  16, myrank =   0, x( 14, 2) =     0.32499E-02, x( 14, 3) =     0.00000E+00
before: itr =  16, myrank =   0, x( 15, 2) =     0.36225E-02, x( 15, 3) =     0.00000E+00
before: itr =  16, myrank =   0, x( 16, 2) =     0.26423E-02, x( 16, 3) =     0.00000E+00
before: itr =  16, myrank =   0, x( 17, 2) =     0.00000E+00, x( 17, 3) =     0.00000E+00
before: itr =  16, myrank =   0, x( 18, 2) =     0.00000E+00, x( 18, 3) =     0.00000E+00
before: itr =  16, myrank =   0, x( 19, 2) =     0.00000E+00, x( 19, 3) =     0.00000E+00
before: itr =  16, myrank =   0, x( 20, 2) =     0.00000E+00, x( 20, 3) =     0.00000E+00
after: itr =  16, myrank =   0, x( -3, 2) =     0.00000E+00, x( -3, 3) =     0.86856E-01
after: itr =  16, myrank =   0, x( -2, 2) =     0.00000E+00, x( -2, 3) =     0.14060E+00
after: itr =  16, myrank =   0, x( -1, 2) =     0.00000E+00, x( -1, 3) =     0.14064E+00
after: itr =  16, myrank =   0, x(  0, 2) =     0.00000E+00, x(  0, 3) =     0.86915E-01
after: itr =  16, myrank =   0, x(  1, 2) =     0.28715E-01, x(  1, 3) =     0.93986E-01
after: itr =  16, myrank =   0, x(  2, 2) =     0.46482E-01, x(  2, 3) =     0.15206E+00
after: itr =  16, myrank =   0, x(  3, 2) =     0.46496E-01, x(  3, 3) =     0.15205E+00
after: itr =  16, myrank =   0, x(  4, 2) =     0.28738E-01, x(  4, 3) =     0.93967E-01
after: itr =  16, myrank =   0, x(  5, 2) =     0.23505E-01, x(  5, 3) =     0.60279E-01
after: itr =  16, myrank =   0, x(  6, 2) =     0.38089E-01, x(  6, 3) =     0.97469E-01
after: itr =  16, myrank =   0, x(  7, 2) =     0.38106E-01, x(  7, 3) =     0.97456E-01
after: itr =  16, myrank =   0, x(  8, 2) =     0.23546E-01, x(  8, 3) =     0.60235E-01
after: itr =  16, myrank =   0, x(  9, 2) =     0.61479E-02, x(  9, 3) =     0.00000E+00
after: itr =  16, myrank =   0, x( 10, 2) =     0.99712E-02, x( 10, 3) =     0.00000E+00
after: itr =  16, myrank =   0, x( 11, 2) =     0.99692E-02, x( 11, 3) =     0.00000E+00
after: itr =  16, myrank =   0, x( 12, 2) =     0.61603E-02, x( 12, 3) =     0.00000E+00
after: itr =  16, myrank =   0, x( 13, 2) =     0.00000E+00, x( 13, 3) =     0.00000E+00
after: itr =  16, myrank =   0, x( 14, 2) =     0.00000E+00, x( 14, 3) =     0.00000E+00
after: itr =  16, myrank =   0, x( 15, 2) =     0.00000E+00, x( 15, 3) =     0.00000E+00
after: itr =  16, myrank =   0, x( 16, 2) =     0.00000E+00, x( 16, 3) =     0.00000E+00
after: itr =  16, myrank =   0, x( 17, 2) =     0.00000E+00, x( 17, 3) =     0.00000E+00
after: itr =  16, myrank =   0, x( 18, 2) =     0.00000E+00, x( 18, 3) =     0.00000E+00
after: itr =  16, myrank =   0, x( 19, 2) =     0.00000E+00, x( 19, 3) =     0.00000E+00
after: itr =  16, myrank =   0, x( 20, 2) =     0.00000E+00, x( 20, 3) =     0.00000E+00
before: itr =  21, myrank =   0, x( -3, 2) =     0.00000E+00, x( -3, 3) =     0.86930E-01
before: itr =  21, myrank =   0, x( -2, 2) =     0.00000E+00, x( -2, 3) =     0.14065E+00
before: itr =  21, myrank =   0, x( -1, 2) =     0.00000E+00, x( -1, 3) =     0.14065E+00
before: itr =  21, myrank =   0, x(  0, 2) =     0.00000E+00, x(  0, 3) =     0.86926E-01
before: itr =  21, myrank =   0, x(  1, 2) =     0.28735E-01, x(  1, 3) =     0.93967E-01
before: itr =  21, myrank =   0, x(  2, 2) =     0.46494E-01, x(  2, 3) =     0.15204E+00
before: itr =  21, myrank =   0, x(  3, 2) =     0.46494E-01, x(  3, 3) =     0.15204E+00
before: itr =  21, myrank =   0, x(  4, 2) =     0.28735E-01, x(  4, 3) =     0.93967E-01
before: itr =  21, myrank =   0, x(  5, 2) =     0.23550E-01, x(  5, 3) =     0.60232E-01
before: itr =  21, myrank =   0, x(  6, 2) =     0.38106E-01, x(  6, 3) =     0.97460E-01
before: itr =  21, myrank =   0, x(  7, 2) =     0.38106E-01, x(  7, 3) =     0.97459E-01
before: itr =  21, myrank =   0, x(  8, 2) =     0.23551E-01, x(  8, 3) =     0.60234E-01
before: itr =  21, myrank =   0, x(  9, 2) =     0.61559E-02, x(  9, 3) =     0.00000E+00
before: itr =  21, myrank =   0, x( 10, 2) =     0.99611E-02, x( 10, 3) =     0.00000E+00
before: itr =  21, myrank =   0, x( 11, 2) =     0.99612E-02, x( 11, 3) =     0.00000E+00
before: itr =  21, myrank =   0, x( 12, 2) =     0.61569E-02, x( 12, 3) =     0.00000E+00
before: itr =  21, myrank =   0, x( 13, 2) =     0.17346E-02, x( 13, 3) =     0.00000E+00
before: itr =  21, myrank =   0, x( 14, 2) =     0.32401E-02, x( 14, 3) =     0.00000E+00
before: itr =  21, myrank =   0, x( 15, 2) =     0.36165E-02, x( 15, 3) =     0.00000E+00
before: itr =  21, myrank =   0, x( 16, 2) =     0.26386E-02, x( 16, 3) =     0.00000E+00
before: itr =  21, myrank =   0, x( 17, 2) =     0.00000E+00, x( 17, 3) =     0.00000E+00
before: itr =  21, myrank =   0, x( 18, 2) =     0.00000E+00, x( 18, 3) =     0.00000E+00
before: itr =  21, myrank =   0, x( 19, 2) =     0.00000E+00, x( 19, 3) =     0.00000E+00
before: itr =  21, myrank =   0, x( 20, 2) =     0.00000E+00, x( 20, 3) =     0.00000E+00
after: itr =  21, myrank =   0, x( -3, 2) =     0.00000E+00, x( -3, 3) =     0.86927E-01
after: itr =  21, myrank =   0, x( -2, 2) =     0.00000E+00, x( -2, 3) =     0.14065E+00
after: itr =  21, myrank =   0, x( -1, 2) =     0.00000E+00, x( -1, 3) =     0.14065E+00
after: itr =  21, myrank =   0, x(  0, 2) =     0.00000E+00, x(  0, 3) =     0.86929E-01
after: itr =  21, myrank =   0, x(  1, 2) =     0.28735E-01, x(  1, 3) =     0.93969E-01
after: itr =  21, myrank =   0, x(  2, 2) =     0.46494E-01, x(  2, 3) =     0.15205E+00
after: itr =  21, myrank =   0, x(  3, 2) =     0.46494E-01, x(  3, 3) =     0.15205E+00
after: itr =  21, myrank =   0, x(  4, 2) =     0.28735E-01, x(  4, 3) =     0.93970E-01
after: itr =  21, myrank =   0, x(  5, 2) =     0.23550E-01, x(  5, 3) =     0.60233E-01
after: itr =  21, myrank =   0, x(  6, 2) =     0.38106E-01, x(  6, 3) =     0.97458E-01
after: itr =  21, myrank =   0, x(  7, 2) =     0.38106E-01, x(  7, 3) =     0.97458E-01
after: itr =  21, myrank =   0, x(  8, 2) =     0.23551E-01, x(  8, 3) =     0.60232E-01
after: itr =  21, myrank =   0, x(  9, 2) =     0.61559E-02, x(  9, 3) =     0.00000E+00
after: itr =  21, myrank =   0, x( 10, 2) =     0.99611E-02, x( 10, 3) =     0.00000E+00
after: itr =  21, myrank =   0, x( 11, 2) =     0.99612E-02, x( 11, 3) =     0.00000E+00
after: itr =  21, myrank =   0, x( 12, 2) =     0.61569E-02, x( 12, 3) =     0.00000E+00
after: itr =  21, myrank =   0, x( 13, 2) =     0.00000E+00, x( 13, 3) =     0.00000E+00
after: itr =  21, myrank =   0, x( 14, 2) =     0.00000E+00, x( 14, 3) =     0.00000E+00
after: itr =  21, myrank =   0, x( 15, 2) =     0.00000E+00, x( 15, 3) =     0.00000E+00
after: itr =  21, myrank =   0, x( 16, 2) =     0.00000E+00, x( 16, 3) =     0.00000E+00
after: itr =  21, myrank =   0, x( 17, 2) =     0.00000E+00, x( 17, 3) =     0.00000E+00
after: itr =  21, myrank =   0, x( 18, 2) =     0.00000E+00, x( 18, 3) =     0.00000E+00
after: itr =  21, myrank =   0, x( 19, 2) =     0.00000E+00, x( 19, 3) =     0.00000E+00
after: itr =  21, myrank =   0, x( 20, 2) =     0.00000E+00, x( 20, 3) =     0.00000E+00
before: itr =  26, myrank =   0, x( -3, 2) =     0.00000E+00, x( -3, 3) =     0.86928E-01
before: itr =  26, myrank =   0, x( -2, 2) =     0.00000E+00, x( -2, 3) =     0.14065E+00
before: itr =  26, myrank =   0, x( -1, 2) =     0.00000E+00, x( -1, 3) =     0.14065E+00
before: itr =  26, myrank =   0, x(  0, 2) =     0.00000E+00, x(  0, 3) =     0.86928E-01
before: itr =  26, myrank =   0, x(  1, 2) =     0.28736E-01, x(  1, 3) =     0.93968E-01
before: itr =  26, myrank =   0, x(  2, 2) =     0.46495E-01, x(  2, 3) =     0.15204E+00
before: itr =  26, myrank =   0, x(  3, 2) =     0.46495E-01, x(  3, 3) =     0.15204E+00
before: itr =  26, myrank =   0, x(  4, 2) =     0.28736E-01, x(  4, 3) =     0.93969E-01
before: itr =  26, myrank =   0, x(  5, 2) =     0.23550E-01, x(  5, 3) =     0.60232E-01
before: itr =  26, myrank =   0, x(  6, 2) =     0.38105E-01, x(  6, 3) =     0.97458E-01
before: itr =  26, myrank =   0, x(  7, 2) =     0.38105E-01, x(  7, 3) =     0.97458E-01
before: itr =  26, myrank =   0, x(  8, 2) =     0.23551E-01, x(  8, 3) =     0.60232E-01
before: itr =  26, myrank =   0, x(  9, 2) =     0.61562E-02, x(  9, 3) =     0.00000E+00
before: itr =  26, myrank =   0, x( 10, 2) =     0.99609E-02, x( 10, 3) =     0.00000E+00
before: itr =  26, myrank =   0, x( 11, 2) =     0.99609E-02, x( 11, 3) =     0.00000E+00
before: itr =  26, myrank =   0, x( 12, 2) =     0.61562E-02, x( 12, 3) =     0.00000E+00
before: itr =  26, myrank =   0, x( 13, 2) =     0.17345E-02, x( 13, 3) =     0.00000E+00
before: itr =  26, myrank =   0, x( 14, 2) =     0.32401E-02, x( 14, 3) =     0.00000E+00
before: itr =  26, myrank =   0, x( 15, 2) =     0.36165E-02, x( 15, 3) =     0.00000E+00
before: itr =  26, myrank =   0, x( 16, 2) =     0.26386E-02, x( 16, 3) =     0.00000E+00
before: itr =  26, myrank =   0, x( 17, 2) =     0.00000E+00, x( 17, 3) =     0.00000E+00
before: itr =  26, myrank =   0, x( 18, 2) =     0.00000E+00, x( 18, 3) =     0.00000E+00
before: itr =  26, myrank =   0, x( 19, 2) =     0.00000E+00, x( 19, 3) =     0.00000E+00
before: itr =  26, myrank =   0, x( 20, 2) =     0.00000E+00, x( 20, 3) =     0.00000E+00
after: itr =  26, myrank =   0, x( -3, 2) =     0.00000E+00, x( -3, 3) =     0.86928E-01
after: itr =  26, myrank =   0, x( -2, 2) =     0.00000E+00, x( -2, 3) =     0.14065E+00
after: itr =  26, myrank =   0, x( -1, 2) =     0.00000E+00, x( -1, 3) =     0.14065E+00
after: itr =  26, myrank =   0, x(  0, 2) =     0.00000E+00, x(  0, 3) =     0.86929E-01
after: itr =  26, myrank =   0, x(  1, 2) =     0.28736E-01, x(  1, 3) =     0.93969E-01
after: itr =  26, myrank =   0, x(  2, 2) =     0.46495E-01, x(  2, 3) =     0.15204E+00
after: itr =  26, myrank =   0, x(  3, 2) =     0.46495E-01, x(  3, 3) =     0.15204E+00
after: itr =  26, myrank =   0, x(  4, 2) =     0.28736E-01, x(  4, 3) =     0.93969E-01
after: itr =  26, myrank =   0, x(  5, 2) =     0.23550E-01, x(  5, 3) =     0.60232E-01
