before: itr =   1, myrank =   0, x(  1, 2) =     0.00000E+00, x(  1, 3) =     0.00000E+00
after: itr =   1, myrank =   0, x( 14, 2) =     0.00000E+00, x( 14, 3) =     0.00000E+00
after: itr =   1, myrank =   0, x( 15, 2) =     0.00000E+00, x( 15, 3) =     0.00000E+00
after: itr =   1, myrank =   0, x( 16, 2) =     0.00000E+00, x( 16, 3) =     0.00000E+00
before: itr =   6, myrank =   0, x(  1, 2) =     0.11063E-01, x(  1, 3) =     0.29145E-01
before: itr =   6, myrank =   0, x(  2, 2) =     0.17114E-01, x(  2, 3) =     0.42973E-01
before: itr =   6, myrank =   0, x(  3, 2) =     0.11761E-01, x(  3, 3) =     0.41280E-01
before: itr =   6, myrank =   0, x(  4, 2) =     0.13036E-02, x(  4, 3) =     0.35720E-01
before: itr =   6, myrank =   0, x(  5, 2) =     0.99591E-02, x(  5, 3) =     0.24150E-01
before: itr =   6, myrank =   0, x(  6, 2) =     0.14414E-01, x(  6, 3) =     0.34367E-01
before: itr =   6, myrank =   0, x(  7, 2) =     0.59675E-02, x(  7, 3) =     0.42465E-01
before: itr =   6, myrank =   0, x(  8, 2) =     0.80752E-02, x(  8, 3) =     0.21534E-01
before: itr =   6, myrank =   0, x(  9, 2) =     0.43825E-02, x(  9, 3) =     0.61537E-02
before: itr =   6, myrank =   0, x( 10, 2) =     0.54787E-02, x( 10, 3) =     0.73944E-02
before: itr =   6, myrank =   0, x( 11, 2) =    -0.11473E-02, x( 11, 3) =     0.12019E-01
before: itr =   6, myrank =   0, x( 12, 2) =     0.49940E-02, x( 12, 3) =     0.54090E-02
before: itr =   6, myrank =   0, x( 13, 2) =     0.10107E-02, x( 13, 3) =     0.17911E-02
before: itr =   6, myrank =   0, x( 14, 2) =     0.85328E-03, x( 14, 3) =     0.25097E-02
before: itr =   6, myrank =   0, x( 15, 2) =    -0.19533E-02, x( 15, 3) =     0.31440E-02
before: itr =   6, myrank =   0, x( 16, 2) =     0.19332E-02, x( 16, 3) =     0.26215E-02
after: itr =   6, myrank =   0, x(  1, 2) =     0.11063E-01, x(  1, 3) =     0.29145E-01
after: itr =   6, myrank =   0, x(  2, 2) =     0.17114E-01, x(  2, 3) =     0.42973E-01
after: itr =   6, myrank =   0, x(  3, 2) =     0.11761E-01, x(  3, 3) =     0.41280E-01
after: itr =   6, myrank =   0, x(  4, 2) =     0.13036E-02, x(  4, 3) =     0.35720E-01
after: itr =   6, myrank =   0, x(  5, 2) =     0.99591E-02, x(  5, 3) =     0.24150E-01
after: itr =   6, myrank =   0, x(  6, 2) =     0.14414E-01, x(  6, 3) =     0.34367E-01
after: itr =   6, myrank =   0, x(  7, 2) =     0.59675E-02, x(  7, 3) =     0.42465E-01
after: itr =   6, myrank =   0, x(  8, 2) =     0.80752E-02, x(  8, 3) =     0.21534E-01
after: itr =   6, myrank =   0, x(  9, 2) =     0.43825E-02, x(  9, 3) =     0.61537E-02
after: itr =   6, myrank =   0, x( 10, 2) =     0.54787E-02, x( 10, 3) =     0.73944E-02
after: itr =   6, myrank =   0, x( 11, 2) =    -0.11473E-02, x( 11, 3) =     0.12019E-01
after: itr =   6, myrank =   0, x( 12, 2) =     0.49940E-02, x( 12, 3) =     0.54090E-02
after: itr =   6, myrank =   0, x( 13, 2) =     0.10107E-02, x( 13, 3) =     0.00000E+00
after: itr =   6, myrank =   0, x( 14, 2) =     0.85328E-03, x( 14, 3) =     0.00000E+00
after: itr =   6, myrank =   0, x( 15, 2) =    -0.19533E-02, x( 15, 3) =     0.00000E+00
after: itr =   6, myrank =   0, x( 16, 2) =     0.19332E-02, x( 16, 3) =     0.00000E+00
before: itr =  11, myrank =   0, x(  1, 2) =     0.71547E-02, x(  1, 3) =     0.29473E-01
before: itr =  11, myrank =   0, x(  2, 2) =     0.14483E-01, x(  2, 3) =     0.45791E-01
before: itr =  11, myrank =   0, x(  3, 2) =     0.13191E-01, x(  3, 3) =     0.46756E-01
before: itr =  11, myrank =   0, x(  4, 2) =     0.82641E-02, x(  4, 3) =     0.28808E-01
before: itr =  11, myrank =   0, x(  5, 2) =     0.72113E-02, x(  5, 3) =     0.23388E-01
before: itr =  11, myrank =   0, x(  6, 2) =     0.13551E-01, x(  6, 3) =     0.37859E-01
before: itr =  11, myrank =   0, x(  7, 2) =     0.12782E-01, x(  7, 3) =     0.38254E-01
before: itr =  11, myrank =   0, x(  8, 2) =     0.79524E-02, x(  8, 3) =     0.23572E-01
before: itr =  11, myrank =   0, x(  9, 2) =     0.30766E-02, x(  9, 3) =     0.59042E-02
before: itr =  11, myrank =   0, x( 10, 2) =     0.57722E-02, x( 10, 3) =     0.10056E-01
before: itr =  11, myrank =   0, x( 11, 2) =     0.54967E-02, x( 11, 3) =     0.10055E-01
before: itr =  11, myrank =   0, x( 12, 2) =     0.33661E-02, x( 12, 3) =     0.61376E-02
before: itr =  11, myrank =   0, x( 13, 2) =     0.11249E-02, x( 13, 3) =     0.17573E-02
before: itr =  11, myrank =   0, x( 14, 2) =     0.13958E-02, x( 14, 3) =     0.33024E-02
before: itr =  11, myrank =   0, x( 15, 2) =     0.12483E-02, x( 15, 3) =     0.36514E-02
before: itr =  11, myrank =   0, x( 16, 2) =     0.77425E-03, x( 16, 3) =     0.26408E-02
after: itr =  11, myrank =   0, x(  1, 2) =     0.71547E-02, x(  1, 3) =     0.29473E-01
after: itr =  11, myrank =   0, x(  2, 2) =     0.14483E-01, x(  2, 3) =     0.45791E-01
after: itr =  11, myrank =   0, x(  3, 2) =     0.13191E-01, x(  3, 3) =     0.46756E-01
after: itr =  11, myrank =   0, x(  4, 2) =     0.82641E-02, x(  4, 3) =     0.28808E-01
after: itr =  11, myrank =   0, x(  5, 2) =     0.72113E-02, x(  5, 3) =     0.23388E-01
after: itr =  11, myrank =   0, x(  6, 2) =     0.13551E-01, x(  6, 3) =     0.37859E-01
after: itr =  11, myrank =   0, x(  7, 2) =     0.12782E-01, x(  7, 3) =     0.38254E-01
after: itr =  11, myrank =   0, x(  8, 2) =     0.79524E-02, x(  8, 3) =     0.23572E-01
after: itr =  11, myrank =   0, x(  9, 2) =     0.30766E-02, x(  9, 3) =     0.59042E-02
after: itr =  11, myrank =   0, x( 10, 2) =     0.57722E-02, x( 10, 3) =     0.10056E-01
after: itr =  11, myrank =   0, x( 11, 2) =     0.54967E-02, x( 11, 3) =     0.10055E-01
after: itr =  11, myrank =   0, x( 12, 2) =     0.33661E-02, x( 12, 3) =     0.61376E-02
after: itr =  11, myrank =   0, x( 13, 2) =     0.11249E-02, x( 13, 3) =     0.00000E+00
after: itr =  11, myrank =   0, x( 14, 2) =     0.13958E-02, x( 14, 3) =     0.00000E+00
after: itr =  11, myrank =   0, x( 15, 2) =     0.12483E-02, x( 15, 3) =     0.00000E+00
after: itr =  11, myrank =   0, x( 16, 2) =     0.77425E-03, x( 16, 3) =     0.00000E+00
before: itr =  16, myrank =   0, x(  1, 2) =     0.84136E-02, x(  1, 3) =     0.28715E-01
before: itr =  16, myrank =   0, x(  2, 2) =     0.13607E-01, x(  2, 3) =     0.46482E-01
before: itr =  16, myrank =   0, x(  3, 2) =     0.13599E-01, x(  3, 3) =     0.46496E-01
before: itr =  16, myrank =   0, x(  4, 2) =     0.84040E-02, x(  4, 3) =     0.28738E-01
before: itr =  16, myrank =   0, x(  5, 2) =     0.81424E-02, x(  5, 3) =     0.23505E-01
before: itr =  16, myrank =   0, x(  6, 2) =     0.13103E-01, x(  6, 3) =     0.38089E-01
before: itr =  16, myrank =   0, x(  7, 2) =     0.13075E-01, x(  7, 3) =     0.38106E-01
before: itr =  16, myrank =   0, x(  8, 2) =     0.80843E-02, x(  8, 3) =     0.23546E-01
before: itr =  16, myrank =   0, x(  9, 2) =     0.34620E-02, x(  9, 3) =     0.61479E-02
before: itr =  16, myrank =   0, x( 10, 2) =     0.55571E-02, x( 10, 3) =     0.99712E-02
before: itr =  16, myrank =   0, x( 11, 2) =     0.55443E-02, x( 11, 3) =     0.99692E-02
before: itr =  16, myrank =   0, x( 12, 2) =     0.34275E-02, x( 12, 3) =     0.61603E-02
before: itr =  16, myrank =   0, x( 13, 2) =     0.81110E-03, x( 13, 3) =     0.17397E-02
before: itr =  16, myrank =   0, x( 14, 2) =     0.12888E-02, x( 14, 3) =     0.32499E-02
before: itr =  16, myrank =   0, x( 15, 2) =     0.12707E-02, x( 15, 3) =     0.36225E-02
before: itr =  16, myrank =   0, x( 16, 2) =     0.78628E-03, x( 16, 3) =     0.26423E-02
after: itr =  16, myrank =   0, x(  1, 2) =     0.84136E-02, x(  1, 3) =     0.28715E-01
after: itr =  16, myrank =   0, x(  2, 2) =     0.13607E-01, x(  2, 3) =     0.46482E-01
after: itr =  16, myrank =   0, x(  3, 2) =     0.13599E-01, x(  3, 3) =     0.46496E-01
after: itr =  16, myrank =   0, x(  4, 2) =     0.84040E-02, x(  4, 3) =     0.28738E-01
after: itr =  16, myrank =   0, x(  5, 2) =     0.81424E-02, x(  5, 3) =     0.23505E-01
after: itr =  16, myrank =   0, x(  6, 2) =     0.13103E-01, x(  6, 3) =     0.38089E-01
after: itr =  16, myrank =   0, x(  7, 2) =     0.13075E-01, x(  7, 3) =     0.38106E-01
after: itr =  16, myrank =   0, x(  8, 2) =     0.80843E-02, x(  8, 3) =     0.23546E-01
after: itr =  16, myrank =   0, x(  9, 2) =     0.34620E-02, x(  9, 3) =     0.61479E-02
after: itr =  16, myrank =   0, x( 10, 2) =     0.55571E-02, x( 10, 3) =     0.99712E-02
after: itr =  16, myrank =   0, x( 11, 2) =     0.55443E-02, x( 11, 3) =     0.99692E-02
after: itr =  16, myrank =   0, x( 12, 2) =     0.34275E-02, x( 12, 3) =     0.61603E-02
after: itr =  16, myrank =   0, x( 13, 2) =     0.81110E-03, x( 13, 3) =     0.00000E+00
after: itr =  16, myrank =   0, x( 14, 2) =     0.12888E-02, x( 14, 3) =     0.00000E+00
after: itr =  16, myrank =   0, x( 15, 2) =     0.12707E-02, x( 15, 3) =     0.00000E+00
after: itr =  16, myrank =   0, x( 16, 2) =     0.78628E-03, x( 16, 3) =     0.00000E+00
before: itr =  21, myrank =   0, x(  1, 2) =     0.84001E-02, x(  1, 3) =     0.28735E-01
before: itr =  21, myrank =   0, x(  2, 2) =     0.13594E-01, x(  2, 3) =     0.46494E-01
before: itr =  21, myrank =   0, x(  3, 2) =     0.13593E-01, x(  3, 3) =     0.46494E-01
before: itr =  21, myrank =   0, x(  4, 2) =     0.84022E-02, x(  4, 3) =     0.28735E-01
before: itr =  21, myrank =   0, x(  5, 2) =     0.80741E-02, x(  5, 3) =     0.23550E-01
before: itr =  21, myrank =   0, x(  6, 2) =     0.13063E-01, x(  6, 3) =     0.38106E-01
before: itr =  21, myrank =   0, x(  7, 2) =     0.13063E-01, x(  7, 3) =     0.38106E-01
before: itr =  21, myrank =   0, x(  8, 2) =     0.80729E-02, x(  8, 3) =     0.23551E-01
before: itr =  21, myrank =   0, x(  9, 2) =     0.34257E-02, x(  9, 3) =     0.61559E-02
before: itr =  21, myrank =   0, x( 10, 2) =     0.55429E-02, x( 10, 3) =     0.99611E-02
before: itr =  21, myrank =   0, x( 11, 2) =     0.55427E-02, x( 11, 3) =     0.99612E-02
before: itr =  21, myrank =   0, x( 12, 2) =     0.34256E-02, x( 12, 3) =     0.61569E-02
before: itr =  21, myrank =   0, x( 13, 2) =     0.78247E-03, x( 13, 3) =     0.17346E-02
before: itr =  21, myrank =   0, x( 14, 2) =     0.12647E-02, x( 14, 3) =     0.32401E-02
before: itr =  21, myrank =   0, x( 15, 2) =     0.12646E-02, x( 15, 3) =     0.36165E-02
before: itr =  21, myrank =   0, x( 16, 2) =     0.78101E-03, x( 16, 3) =     0.26386E-02
after: itr =  21, myrank =   0, x(  1, 2) =     0.84001E-02, x(  1, 3) =     0.28735E-01
after: itr =  21, myrank =   0, x(  2, 2) =     0.13594E-01, x(  2, 3) =     0.46494E-01
after: itr =  21, myrank =   0, x(  3, 2) =     0.13593E-01, x(  3, 3) =     0.46494E-01
after: itr =  21, myrank =   0, x(  4, 2) =     0.84022E-02, x(  4, 3) =     0.28735E-01
after: itr =  21, myrank =   0, x(  5, 2) =     0.80741E-02, x(  5, 3) =     0.23550E-01
after: itr =  21, myrank =   0, x(  6, 2) =     0.13063E-01, x(  6, 3) =     0.38106E-01
after: itr =  21, myrank =   0, x(  7, 2) =     0.13063E-01, x(  7, 3) =     0.38106E-01
after: itr =  21, myrank =   0, x(  8, 2) =     0.80729E-02, x(  8, 3) =     0.23551E-01
after: itr =  21, myrank =   0, x(  9, 2) =     0.34257E-02, x(  9, 3) =     0.61559E-02
after: itr =  21, myrank =   0, x( 10, 2) =     0.55429E-02, x( 10, 3) =     0.99611E-02
after: itr =  21, myrank =   0, x( 11, 2) =     0.55427E-02, x( 11, 3) =     0.99612E-02
after: itr =  21, myrank =   0, x( 12, 2) =     0.34256E-02, x( 12, 3) =     0.61569E-02
after: itr =  21, myrank =   0, x( 13, 2) =     0.78247E-03, x( 13, 3) =     0.00000E+00
after: itr =  21, myrank =   0, x( 14, 2) =     0.12647E-02, x( 14, 3) =     0.00000E+00
after: itr =  21, myrank =   0, x( 15, 2) =     0.12646E-02, x( 15, 3) =     0.00000E+00
after: itr =  21, myrank =   0, x( 16, 2) =     0.78101E-03, x( 16, 3) =     0.00000E+00
before: itr =  26, myrank =   0, x(  1, 2) =     0.84002E-02, x(  1, 3) =     0.28736E-01
before: itr =  26, myrank =   0, x(  2, 2) =     0.13592E-01, x(  2, 3) =     0.46495E-01
before: itr =  26, myrank =   0, x(  3, 2) =     0.13592E-01, x(  3, 3) =     0.46495E-01
before: itr =  26, myrank =   0, x(  4, 2) =     0.84001E-02, x(  4, 3) =     0.28736E-01
before: itr =  26, myrank =   0, x(  5, 2) =     0.80732E-02, x(  5, 3) =     0.23550E-01
before: itr =  26, myrank =   0, x(  6, 2) =     0.13063E-01, x(  6, 3) =     0.38105E-01
before: itr =  26, myrank =   0, x(  7, 2) =     0.13063E-01, x(  7, 3) =     0.38105E-01
before: itr =  26, myrank =   0, x(  8, 2) =     0.80731E-02, x(  8, 3) =     0.23551E-01
before: itr =  26, myrank =   0, x(  9, 2) =     0.34256E-02, x(  9, 3) =     0.61562E-02
before: itr =  26, myrank =   0, x( 10, 2) =     0.55428E-02, x( 10, 3) =     0.99609E-02
before: itr =  26, myrank =   0, x( 11, 2) =     0.55428E-02, x( 11, 3) =     0.99609E-02
before: itr =  26, myrank =   0, x( 12, 2) =     0.34256E-02, x( 12, 3) =     0.61562E-02
before: itr =  26, myrank =   0, x( 13, 2) =     0.78175E-03, x( 13, 3) =     0.17345E-02
before: itr =  26, myrank =   0, x( 14, 2) =     0.12649E-02, x( 14, 3) =     0.32401E-02
before: itr =  26, myrank =   0, x( 15, 2) =     0.12649E-02, x( 15, 3) =     0.36165E-02
before: itr =  26, myrank =   0, x( 16, 2) =     0.78173E-03, x( 16, 3) =     0.26386E-02
after: itr =  26, myrank =   0, x(  1, 2) =     0.84002E-02, x(  1, 3) =     0.28736E-01
after: itr =  26, myrank =   0, x(  2, 2) =     0.13592E-01, x(  2, 3) =     0.46495E-01
after: itr =  26, myrank =   0, x(  3, 2) =     0.13592E-01, x(  3, 3) =     0.46495E-01
after: itr =  26, myrank =   0, x(  4, 2) =     0.84001E-02, x(  4, 3) =     0.28736E-01
after: itr =  26, myrank =   0, x(  5, 2) =     0.80732E-02, x(  5, 3) =     0.23550E-01
after: itr =  26, myrank =   0, x(  6, 2) =     0.13063E-01, x(  6, 3) =     0.38105E-01
after: itr =  26, myrank =   0, x(  7, 2) =     0.13063E-01, x(  7, 3) =     0.38105E-01
after: itr =  26, myrank =   0, x(  8, 2) =     0.80731E-02, x(  8, 3) =     0.23551E-01
after: itr =  26, myrank =   0, x(  9, 2) =     0.34256E-02, x(  9, 3) =     0.61562E-02
after: itr =  26, myrank =   0, x( 10, 2) =     0.55428E-02, x( 10, 3) =     0.99609E-02
after: itr =  26, myrank =   0, x( 11, 2) =     0.55428E-02, x( 11, 3) =     0.99609E-02
after: itr =  26, myrank =   0, x( 12, 2) =     0.34256E-02, x( 12, 3) =     0.61562E-02
after: itr =  26, myrank =   0, x( 13, 2) =     0.78175E-03, x( 13, 3) =     0.00000E+00
after: itr =  26, myrank =   0, x( 14, 2) =     0.12649E-02, x( 14, 3) =     0.00000E+00
after: itr =  26, myrank =   0, x( 15, 2) =     0.12649E-02, x( 15, 3) =     0.00000E+00
after: itr =  26, myrank =   0, x( 16, 2) =     0.78173E-03, x( 16, 3) =     0.00000E+00
before: itr =  31, myrank =   0, x(  1, 2) =     0.84001E-02, x(  1, 3) =     0.28736E-01
before: itr =  31, myrank =   0, x(  2, 2) =     0.13592E-01, x(  2, 3) =     0.46495E-01
before: itr =  31, myrank =   0, x(  3, 2) =     0.13592E-01, x(  3, 3) =     0.46495E-01
before: itr =  31, myrank =   0, x(  4, 2) =     0.84001E-02, x(  4, 3) =     0.28736E-01
before: itr =  31, myrank =   0, x(  5, 2) =     0.80731E-02, x(  5, 3) =     0.23550E-01
before: itr =  31, myrank =   0, x(  6, 2) =     0.13063E-01, x(  6, 3) =     0.38105E-01
before: itr =  31, myrank =   0, x(  7, 2) =     0.13063E-01, x(  7, 3) =     0.38105E-01
before: itr =  31, myrank =   0, x(  8, 2) =     0.80731E-02, x(  8, 3) =     0.23550E-01
before: itr =  31, myrank =   0, x(  9, 2) =     0.34256E-02, x(  9, 3) =     0.61562E-02
before: itr =  31, myrank =   0, x( 10, 2) =     0.55428E-02, x( 10, 3) =     0.99609E-02
before: itr =  31, myrank =   0, x( 11, 2) =     0.55428E-02, x( 11, 3) =     0.99609E-02
before: itr =  31, myrank =   0, x( 12, 2) =     0.34256E-02, x( 12, 3) =     0.61562E-02
before: itr =  31, myrank =   0, x( 13, 2) =     0.78176E-03, x( 13, 3) =     0.17345E-02
before: itr =  31, myrank =   0, x( 14, 2) =     0.12649E-02, x( 14, 3) =     0.32401E-02
before: itr =  31, myrank =   0, x( 15, 2) =     0.12649E-02, x( 15, 3) =     0.36165E-02
before: itr =  31, myrank =   0, x( 16, 2) =     0.78176E-03, x( 16, 3) =     0.26386E-02
after: itr =  31, myrank =   0, x(  1, 2) =     0.84001E-02, x(  1, 3) =     0.28736E-01
after: itr =  31, myrank =   0, x(  2, 2) =     0.13592E-01, x(  2, 3) =     0.46495E-01
after: itr =  31, myrank =   0, x(  3, 2) =     0.13592E-01, x(  3, 3) =     0.46495E-01
after: itr =  31, myrank =   0, x(  4, 2) =     0.84001E-02, x(  4, 3) =     0.28736E-01
after: itr =  31, myrank =   0, x(  5, 2) =     0.80731E-02, x(  5, 3) =     0.23550E-01
after: itr =  31, myrank =   0, x(  6, 2) =     0.13063E-01, x(  6, 3) =     0.38105E-01
after: itr =  31, myrank =   0, x(  7, 2) =     0.13063E-01, x(  7, 3) =     0.38105E-01
after: itr =  31, myrank =   0, x(  8, 2) =     0.80731E-02, x(  8, 3) =     0.23550E-01
after: itr =  31, myrank =   0, x(  9, 2) =     0.34256E-02, x(  9, 3) =     0.61562E-02
after: itr =  31, myrank =   0, x( 10, 2) =     0.55428E-02, x( 10, 3) =     0.99609E-02
after: itr =  31, myrank =   0, x( 11, 2) =     0.55428E-02, x( 11, 3) =     0.99609E-02
after: itr =  31, myrank =   0, x( 12, 2) =     0.34256E-02, x( 12, 3) =     0.61562E-02
after: itr =  31, myrank =   0, x( 13, 2) =     0.78176E-03, x( 13, 3) =     0.00000E+00
after: itr =  31, myrank =   0, x( 14, 2) =     0.12649E-02, x( 14, 3) =     0.00000E+00
after: itr =  31, myrank =   0, x( 15, 2) =     0.12649E-02, x( 15, 3) =     0.00000E+00
after: itr =  31, myrank =   0, x( 16, 2) =     0.78176E-03, x( 16, 3) =     0.00000E+00
